News Page URL,Date,News Title,Page Content
https://www.newswire.lk/2025/04/01/man-snatches-gold-chain-swallows-evidence/,2025-04-01,"Man snatches gold chain, swallows evidence","A man who snatched a gold chain and attempted to hide the evidence by swallowing it has been arrested by Homagama Police.

The suspect was apprehended shortly and officers later recovered the swallowed chain. Police also found narcotics in his possession during the arrest. (Newswire)"
https://www.newswire.lk/2025/04/01/nutritious-meals-for-as-low-as-rs-200-new-program-from-govt/,2025-04-01,Nutritious meals for as low as Rs. 200 : New program from Govt,"A new government initiative aimed at ensuring food security and making nutritious meals affordable for the public was officially launched today (01) at the ""Pelessa"" restaurant of the National Food Promotion Board in Narahenpita.

This project is being implemented in collaboration with the National Food Promotion Board, the Ministry of Health, and the Ministry of Agriculture. It also involves the support of existing restaurant businesses and is integrated with the ""Clean Sri Lanka"" programme.

Through this initiative, people can now enjoy specially prepared nutritious meals for as low as Rs. 200. The government also plans to introduce this balanced meal package to both public and private restaurants in the near future.

In addition to cooked meals, a variety of packaged local food products and nutritious snacks will also be made available to the public at affordable prices.

The event's special guest, Minister of Agriculture, Livestock, Lands and Irrigation, K.D. Lalkantha, emphasized the importance of providing the public with high-quality, healthy, and sufficient meals. He stated that the project was launched in collaboration with the ""Clean Sri Lanka"" programme to guide the public and promote a positive shift in the commercial food sector.

The event was attended by Senior Additional Secretary to the President S.P.C. Sugeeshwara, Director Nutrition Division of the Ministry of Health Dr. Monika Wijeratne, senior officials from the Ministry of Health, Ministry of Agriculture, and the National Food Promotion Board, as well as business representatives from the private sector. (PMD)"
https://www.newswire.lk/2025/04/01/todays-news-digest-april-1/,2025-04-01,Today's News Digest - April 1,"Today's News Digest: Your go-to summary of the key events and headlines that shaped the day. From major developments to breaking news, we bring you everything that happened today, all in one quick and easy read.

Advance Income Tax on Deposits: What You Need to Know for 2025

Effective April 1, 2025, Sri Lanka's Inland Revenue Department mandates a 10% Advance Income Tax (AIT) deduction by banks and financial institutions on interest, discounts, and Islamic financial income paid to deposit holders. Non-resident depositors may qualify for reduced AIT rates under the Double Tax Avoidance Agreement (DTAA) with appropriate clearance.

Read More

No Provincial Council Election in 2025: Govt

Minister Nalinda Jayatissa announced that provincial council elections will not be held this year, citing the government's recent conduct of three elections within six months, including the upcoming local government polls.

Read More

TIN will be mandatory for registering new vehicles

The Department of Motor Traffic (DMT) has announced that a Taxpayer Identification Number (TIN) will be mandatory for registering new vehicles and related services, with certain vehicle types exempted.

Read More

Borella Murder: Shooter Sentenced to Death

The Colombo High Court has sentenced underworld figure K.M. Sarath Bandara, known as SF Sarath, to death for the 2014 shooting and killing of an individual in Borella.

Read More

Government rejects Wijeyadasa's claim on Deshabandu No-Confidence Motion

Justice Minister Harshana Nanayakkara has refuted former minister Wijeyadasa Rajapakshe's assertion regarding a No-Confidence Motion (NCM) against suspended Inspector General of Police Deshabandu Tennakoon. Minister Nanayakkara said that former  Rajapakshe has wrongly interpreted several key facts about the legality of the move to remove Deshabandu from office.

Read More

""Don't ask me anything, ask the government' MP Chamara Sampath Dassanayake was further by the Colombo Chief Magistrate over one of three corruption charges. pic.twitter.com/5IHx5qnwz6

-- NewsWire 🇱🇰 (@NewsWireLK) April 1, 2025

## Trending Video of the Day"
https://www.newswire.lk/2025/04/01/elephant-topples-safari-jeep-in-yala-video/,2025-04-01,Elephant topples safari jeep in Yala (video),"A wild elephant in Yala National Park toppled a safari jeep carrying tourists in a dramatic encounter captured on video.

The footage shows the elephant calmly approaching the jeep before using its trunk to push the vehicle over.

Other safari vehicles at the scene honked their horns, prompting the elephant to eventually walk away. (Newswire)"
https://www.newswire.lk/2025/04/01/shammi-silva-aed-to-3-key-icc-committees/,2025-04-01,Shammi Silva appointed to 3 key ICC committees,"Sri Lanka Cricket President Shammi Silva has been appointed to several key committees of the International Cricket Council (ICC).

Shammi Silva will now serve on the following ICC committees:

1. HR & Remuneration Committee

2. Finance & Commercial Affairs Committee

3. Nominations Committee

Shammi Silva was recently elected as SLC President for a fourth consecutive term, with his new term running until 2027.

He also continues in his role as Chairman of the Asian Cricket Council. (NewsWire)"
https://www.newswire.lk/2025/04/01/watch-your-shadow-disappear-special-weather-on-april-7/,2025-04-01,Watch your shadow disappear : Special Weather on April 7,"Astronomer Anura C. Perera says the sun will be directly overhead Colombo at 12:12 p.m. on Monday, April 7, 2025, causing vertical shadows to momentarily disappear.

""This is actually an optical illusion,"" Perera explained. ""During the first two weeks of April, the sun passes directly over Sri Lanka, resulting in maximum solar intensity. From April 5 to 15, the sun will be directly overhead at different locations across the country.""

According to Perera, this phenomenon--known as the ""zenith sun"" or ""sun directly overhead""--will start from Point Pedro on April 4 and move across cities including Elpitiya (April 5), Kalutara (April 6), Colombo and Kelaniya (April 7), and Mahiyanganaya (April 8), before passing the country on April 15. (Newswire)"
https://www.newswire.lk/2025/04/01/global-gold-price-touches-record-high/,2025-04-01,Global Gold price touches record high,"Gold blasted through the $3,100-an-ounce mark on Monday as concerns around US President Donald Trump's barrage of tariffs and the potential economic fallout drove a fresh wave of investments into the safe-haven asset.

Spot gold set another all-time high of $3,126.97 per ounce during the morning trading, having already hit multiple records last week in the lead-up. By 10:30 a.m. ET, it pulled back to around $3,113.57 for a 1.0% gain.

Gold futures followed a similar pattern, having gained as much as 1.4% to $3,160.70 per ounce in New York before falling to $3,146.30 per ounce.

The rally takes bullion's gains for the year to 18%, as investors continue to hedge against economic instability, geopolitical tensions and inflation in Trump's second stint in office. Earlier this month, gold breached the pivotal $3,000-per-ounce mark for the first time, a reflection of the metal's value during turbulent times.

Several major banks have already raised their price targets for the yellow metal on the back of its surging safe-haven appeal. Last week, Goldman Sachs upped its year-end forecast to $3,300 an ounce, but also cited an ""extreme scenario"" under which gold could even reach $4,500. Bank of America's target of $3,063 has already been surpassed, while the UBS target of $3,200 is in sight.

""For now, gold's appeal as a safe haven and inflation hedge has further strengthened in light of these geopolitical concerns and tariff uncertainty. We remain constructive on the outlook of gold amid ongoing global trade friction and uncertainty,"" said analysts at OCBC.

""Tariff issues will continue driving (gold) prices higher until there is some finality to the tit-for-tat campaign,"" Marex consultant Edward Meir said.

Additional factors, like robust central bank demand and exchange-traded fund inflows, will also continue supporting gold's stunning rally this year, analysts and investment banks say. (Foreign Media)"
https://www.newswire.lk/2025/04/01/no-provincial-council-election-in-2025-govt/,2025-04-01,No Provincial Council Election in 2025 : Govt,"Minister Nalinda Jayatissa says the provincial council elections will not be held this year, citing the government has already conducted three elections within six months, including the upcoming local government polls.

Speaking at an election rally in Panadura, Jayatissa said it is not feasible for the government to hold elections continuously and that development programs also need to be implemented.

""Following the provincial council elections, the main elections will conclude. Only the provincial council election is due, for which some laws need to be amended. Therefore the provincial council election will not be held this year,"" he said. (Newswire)

""We can't be conducting elections all the time,"" Minister Nalinda Jayatissa urging the public to support the NPP in the upcoming local government election, adding that provincial council elections will not be held this year. pic.twitter.com/6dFeuzq2yU

-- NewsWire 🇱🇰 (@NewsWireLK) April 1, 2025"
https://www.newswire.lk/2025/04/01/3-new-sub-committees-to-resolve-problems-in-the-transport-sector/,2025-04-01,3 new sub-committees to resolve problems in the transport sector,"Minister of Transport Bimal Rathnayake has appointed three sub-committees responsible to the Ministerial Consultative Committee for resolving problems prevailing in the transport sector.

Accordingly, these sub-committees are tasked with resolving issues in the transport sector through transport, environment, business, and people-friendly concepts.

These sub-committees have been appointed in accordance with the decision taken at the meeting of the Ministerial Consultative Committee on Transport, Highways, Ports and Civil Aviation held in January 2025.

The first sub-committee has been formed to ensure job security of workers engaged in the informal transport industry and to create professional recognition for workers engaged in the transport sector who are not formally organized. Accordingly, several issues, including the provision of contributions from the Employees Provident Fund (EPF) and the Employees Trust Fund (ETF) for private bus drivers, conductors, three-wheeler drivers and those engaged in the transport sector through electronic applications (App Base Workers) will be examined. MPs Chandana Sooriyaarachchi (Chair), Jagath Vithana, Dinindu Saman and Dewananda Suraweera have been appointed as members of this sub-committee.

The Second Sub-committee has been established to guide the transport sector towards a productive direction by strengthening the legal framework associated with the transport sector. The objectives of this sub-committee is strengthening the legal framework associated with the transport sector, determining the direction of the transport sector in Sri Lanka in five years, giving special focus on problems faced by women and the community having disabilities in using modes of transport and proposing legal and administrative reforms towards the advancement of the transport sector.  MPs Lakmali Hemachandra (Chair), Sugath Wasantha de Silva, Thanura Dissanayake and Sujeewa Dissanayake have been appointed as members of this sub-committee.

The Third sub-committee has been appointed to formulate business models for creating additional services associated with the transport industry. This aims to develop areas linked with core aspirations of the transport sector using the available resources and to formulate business models for generating extra income through creating additional services. MPs Chathuranga Abeysinghe (Chair), Ravindra Bandara and Dhanushka Ranganath have been appointed as members of this sub-committee. (Newswire)"
https://www.newswire.lk/2025/04/01/one-person-shot-on-foot-during-scuffle-with-police/,2025-04-01,One person shot on foot during scuffle with Police,"One person has been injured in an accidental shooting in the Uggalgoda area in Gamapaha today.

According to the Police media unit, the man who was travelling on a motorcycle had failed to heed othe rders by the Police to stop for an inspection.

Police officers had given chase and had blocked him, and a scuffle had broken out between two parties when the officers had attempted to arrest him.

At the time, the firearm of a Police officer had accidentally discharged, injuring the man on his foot.

The injured individual has been admitted to the Gampaha Hospital. (Newswire)"
