News Page URL,Date,News Title,Page Content
https://www.newswire.lk/2025/04/15/2-arrested-with-rs-5-7-m-linked-to-money-laundering/,2025-04-15,2 arrested with Rs. 5.7 mn linked to Money Laundering,"Two men were arrested with Rs. 5,745,000 in cash in Kirulapone on April 13 in connection with money laundering, Sri Lanka Police said.

The arrests took place near Thunmodara Junction during a search of a suspicious three-wheeler as part of a nationwide anti-narcotics and anti-crime operation directed by the acting inspector general of police.

The suspects, aged 49 and 39, are residents of Siddhartha Road in Kirulapone. One was identified as operating a gas trading business in the area and is under investigation for alleged involvement in illegal drug trafficking. The other is accused of aiding in the laundering of illicit funds.

Police said the money was found hidden in the vehicle. Investigators are working to determine whether the funds were proceeds of drug trafficking or legitimate business revenue. (Newswire)"
https://www.newswire.lk/2025/04/15/customs-intercepts-high-flying-american-on-international-bud-run/,2025-04-15,"Customs intercepts ""High-Flying"" American on International Bud Run","An American national was arrested at Bandaranaike International Airport on April 15 for attempting to smuggle in 23 kilograms of Kush cannabis, valued at approximately Rs. 230 million.

The 31-year-old suspect was detained by the Customs Narcotics Control Division. Officials found the Kush concealed in 23 one-kilogram packets hidden in the man's luggage.

Authorities said the suspect had arrived from Thailand and is employed by a real estate company in the United States.

Investigations are ongoing. (Newswire)"
https://www.newswire.lk/2025/04/15/deputy-minister-chathuranga-takes-on-social-media-pages-over-fake-news/,2025-04-15,"Deputy Minister Chathuranga takes on social media pages over ""Fake News""","Deputy Minister Chathuranga Abeysinghe has lodged a complaint with the Police regarding a series of fake news posts targeting him on social media.

In a statement, the Deputy Minister said the misinformation campaign involved deliberately fabricated content.

""For years, people attacked JVP leaders with mudslinging. Since 2021, they also tried to discredit newcomers like us. But in the end, the people gave their answer. The era of politics led by corrupt parasites is over. From now on, politics in this country will be done by educated, intelligent individuals who uphold principles--better than us even,"" he said.

He further added that while there are still some social media pages chasing money, public awareness of such activities will help make their duties easier. He noted that legal action is being initiated, and that clarifications may also have to be made under breach of parliamentary privileges. (NewsWire)"
https://www.newswire.lk/2025/04/15/wanted-shooter-arrested-at-katunayake-airport/,2025-04-15,Wanted shooter arrested at Katunayake Airport,"The gunman wanted in the murder of a former Superintendent of the Boossa Prison has been arrested at the Katunayake Airport, while attempting to flee Sri Lanka.

The suspect was arrested by officials from the Criminal Investigations Department (CID) today while attempting to flee to Thailand using a forged passport.

CID officers had installed a facial recognition system at the departure terminal of the Katunayake Airport for his arrest.

The arrested suspect is a 31-year-old resident of Ambalangoda.

Police investigations have revealed that the suspect was the main shooter of the leader of the southern organized crime gang, Karandeniya Sudda.

According to the Police, he is a suspect wanted for numerous murders and financial fraud in the Galle and Ambalangoda police areas.

The arrested suspect was taken into custody by a group of officers, including the OIC of the Ambalangoda Police, and has been taken to the Police Station for further investigations. (Newswire)"
https://www.newswire.lk/2025/04/15/four-killed-in-three-separate-road-accidents/,2025-04-15,Four killed in three separate road accidents,"Four more deaths have been reported in three road accidents, according to the Police.

Two persons, aged 37 and 43 years old, have died in a multi-vehicle collision reported near the Kurunegala North bus depot today. A cab travelling from Dambulla to Kurunegala had collided with a three-wheeler, after which the three-wheeler had collided with a motorcycle.

The driver of the three-wheeler, a passenger, and the motorcyclist were admitted to the Kurunegala Hospital with injuries, during which the three-wheeler driver and passenger succumbed to injuries. The driver of the cab has been arrested with investigations finding that he had been driving under the influence of alcohol.

Meanwhile, a 45-year-old motorcyclist has died after crashing into a car travelling in the opposite direction on the Galle-Matara main road after losing control of the vehicle.

The motorcyclist, a resident of Matara, who had sustained serious injuries, had been admitted to the Gonnagahahena Hospital and had succumbed to injuries. The Ahangama Police is conducting investigations.

Furthermore, a 72-year-old resident of Ethimale has died after being knocked down by a Jeep on Monday.

A Jeep travelling towards Ethimale had knocked down the pedestrian, after which he had been admitted to the Ethimale Hospital. He had been transferred to the Monaragala Hospital and had passed away today.

The driver of the Jeep has been arrested in connection with the accident. The Ethimale Police is conducting investigations. (Newswire)"
https://www.newswire.lk/2025/04/15/new-police-speed-cameras-in-action-video/,2025-04-15,New Police speed cameras in action (Video),"The Sri Lanka Police has commenced using new speed cameras to detect speeding motorists.

The devices feature dual cameras and night vision technology, capturing the driver's photo, vehicle number, and speed in real time.

The Sri Lankan Police has introduced advanced speed guns to improve road safety and reduce accidents. The devices, manufactured in the United States, can detect vehicles from a distance of 1.2 kilometers, even at night.

The recorded video footage can serve as evidence in court, allowing authorities to present clear proof of traffic violations.

Police have deployed 30 of these devices across the country, with each unit costing Rs. 3.3 million. An additional 15 units have been ordered, ensuring coverage for all 45 police divisions. (Newswire)"
https://www.newswire.lk/2025/04/15/festive-accidents-80-admitted-to-colombo-national-hospital/,2025-04-15,Festive accidents : 80 admitted to Colombo National Hospital,"Over 80 persons have been admitted to the Colombo National Hospital with injuries sustained from various accidents in the last 24 hours, it was reported.

According to hospital sources, 30 people, among them, have sustained injuries due to road accidents.

One person has been injured in an accident related to fireworks.

According to a hospital spokesman, such accidents during the festive season could be prevented if the public acted with more care.

The spokesman further requested the public to refrain from driving under the influence of alcohol. (Newswire)"
https://www.newswire.lk/2025/04/15/rejected-nominations-notice-from-ec-to-political-parties-groups/,2025-04-15,Rejected nominations : Notice from EC to political parties & groups,"The National Election Commission has issued a notice to political parties and independent groups regarding rejected nominations of the 2025 Local Government Elections.

The Election Commission has requested secretaries and authorised representatives of political parties and independent groups to provide copies of the petitions and judgements, if any legal action has been taken against the rejection of nomination papers submitted to contest the Local Council Elections.

Political parties and independent groups have been requested to hand over the petitions and judgements to the district election offices of the relevant district.

Several nominations submitted for the election, scheduled for 06 May 2025,  were rejected on the grounds of not submitting certified copies of birth certificates, not formally submitting an oath, and only submitting photocopies of birth certificates.

However, in April, the Court of Appeal ordered the acceptance of over 70 nominations for the Local Government Elections that had been previously rejected.

The Supreme Court of Sri Lanka also dismissed over 50 petitions filed challenging the rejection of nomination papers for the 2025 Local Government Elections. (Newswire)"
https://www.newswire.lk/2025/04/15/police-launch-probe-in-to-high-level-road-car-race-video/,2025-04-15,Police launch probe in to High Level Road car race (Video),"The Police have launched an investigation into a group that had conducted a car race after closing the High Level Road (138 bus route) without official permission, it was reported.

Stating that Police permission is required to conduct such an event, the Police said no such permission had been sought by the group.

According to the Police, residents of the area had complained that the car race had severely inconvenienced other motorists and the public.

The Police have launched a comprehensive investigation into those who organized such a competition without permission, as well as those who participated.

The Police added that the maximum legal action will be taken against them. (Newswire)"
https://www.newswire.lk/2025/04/15/ranils-request-to-meet-pillayan-denied-by-cid/,2025-04-15,Ranil's request to Speak to Pillayan denied,"A request made by former President Ranil Wickremesinghe to speak with former State Minister Sivanesathurai Chandrakanthan, alias Pillayan, who is in the custody of the Criminal Investigation Department (CID) under a detention order, has been denied.

Public Security Minister Ananda Wijepala confirmed that the former president had asked the CID for permission to speak with Chandrakanthan, who is currently detained.

According to reports, one of Wickremesinghe's security officers contacted CID officials by phone to request the conversation.

Minister Wijepala said the request was denied because it is illegal for a suspect in custody to communicate by phone.

However, former Member of Parliament Udaya Gammanpila had been granted permission to meet with Chandrakanthan. Gammanpila had requested the meeting in his capacity as Chandrakanthan's legal counsel, Minister Wijepala said.

He added that Gammanpila was recently allowed to visit the CID and speak with Chandrakanthan in the presence of CID officers.

Chandrakanthan was arrested by the CID on April 9 in Batticaloa in connection with the abduction and disappearance of a former vice chancellor of Eastern University. (Newswire)"
