News Page URL,Date,News Title,Page Content
https://www.newswire.lk/2025/03/09/watch-glenn-phillips-stunner-in-ct-final/,2025-03-09,WATCH : Glenn Phillips stunner in CT Final,"WHAT A CATCH 💥

DECLARE GLENN PHILLIPS ILLEGAL, INSANE.#INDvsNZ #glennphillips #ShubmanGill #ChampionsTrophy2025 pic.twitter.com/ItZTTvTGIO

-- Gaurav Keshri 🇮🇳 (@gaurav1165) March 9, 2025

Absolute madness from GLENN PHILLIPS #ChampionsTrophy #INDvsNZpic.twitter.com/BwEOcZlyHq

-- JAIU (@Jaideepptdr) March 9, 2025"
https://www.newswire.lk/2025/03/09/tourist-falls-from-moving-train-in-sri-lanka-suffers-severe-injuries/,2025-03-09,"Tourist falls from moving Train in Sri Lanka, suffers severe injuries","A 35-year-old Chinese woman sustained critical injuries after falling from a moving train near the 19th railway tunnel in Idalgashinna this morning (09).

The incident occurred while she was traveling on the upcountry railway line from Nanu Oya to Badulla. According to reports, she had been leaning out of the train when her head struck the tunnel wall, causing her to fall.

Following the accident, the injured woman was initially admitted to the Haputale Regional Hospital before being transferred to the Diyatalawa Base Hospital for further treatment. Later, she was moved to the Badulla Teaching Hospital for specialized care.

Hospital sources confirm that she suffered severe head and leg injuries, and her condition remains critical.

She was transported by train after the accident and then transferred to the hospital via a 1990 Suwa Seriya ambulance service.

Authorities are investigating the incident. (NewsWire)"
https://www.newswire.lk/2025/03/09/govt-warns-of-asset-seizure-if-deshabandu-evades-court/,2025-03-09,Govt warns of Asset Seizure if Deshabandu evades court,"Deputy Minister of Public Security, Attorney-at-Law Sunil Watagala, has warned that legal measures will be taken to seize the assets of suspended IGP Deshabandu Tennakoon if he continues to evade court proceedings despite an active warrant.

Speaking on the matter, the Deputy Minister stated that authorities are prepared to enforce the law to ensure compliance.

Deputy Minister of Public Security, Attorney-at-Law Sunil Watagala, stated that if former IGP Deshabandu Tennakoon continues to evade court proceedings despite an active warrant against him, legal provisions will be enacted to seize his assets. pic.twitter.com/1vPP7Ik2Mw

-- NewsWire 🇱🇰 (@NewsWireLK) March 9, 2025"
https://www.newswire.lk/2025/03/09/sl-retired-navy-officer-sets-treadmill-walking-guinness-records/,2025-03-09,SL retired Navy Officer sets Treadmill Walking Guinness records,"Rear Admiral Princely Liyanage (Retd) has set two Guinness World Records for the fastest 12-hour and 24-hour runs on a manual treadmill.

The record attempt began at 1500 hrs on March 8 at the Admiral Somathilake Dissanayake Auditorium, Navy Headquarters. He successfully completed the challenge, securing both records.

The Sri Lanka Navy acknowledged his achievement, highlighting his endurance and determination."
https://www.newswire.lk/2025/03/09/parking-dispute-assault-leads-to-cricketers-arrest/,2025-03-09,Parking dispute assault leads to Cricketer's Arrest,"Sri Lanka cricketer Ashen Bandara has been arrested by the Piliyandala Police following an alleged assault linked to a parking dispute.

The incident occurred in the Kolomunna area, where Bandara, a resident of Piliyandala, reportedly entered a neighbor's house and assaulted an individual. The dispute escalated after a verbal confrontation over a vehicle being parked in a way that obstructed the road.

Following his arrest, Bandara was released on police bail and is scheduled to appear in court on March 12. (Newswire)"
https://www.newswire.lk/2025/03/09/patali-alleges-secret-deal-between-tiran-alles-president-akd/,2025-03-09,Patali alleges Secret Deal between Tiran Alles & President AKD,"Former Minister and United Republic Front (URF) leader Patali Champika Ranawaka has alleged a secret deal between former Public Security Minister Tiran Alles and President Anura Kumara Dissanayake.

Speaking at the URF's Homagama election operations center launch and candidate introduction event yesterday (08), Ranawaka accused the government of misleading the public while selectively enforcing the law.

""Priyankara Jayaratne was arrested over a Vesak card, but Arjun Mahendran, involved in the Central Bank scam, remains free. Deshabandu Tennakoon is untouched because Tiran Alles is protecting him. Anura won't take any action against Tiran Alles,"" Ranawaka asserted.  (NewsWire)"
https://www.newswire.lk/2025/03/09/indias-tech-sector-projected-to-hit-350-billion-by-2030/,2025-03-09,India's tech sector projected to hit $350 billion by 2030,"On February 24, India's Defence Minister Rajnath Singh delivered a significant address at the Indian Institute of Technology (IIT) Mandi, highlighting the rapid growth and potential of the country's technology sector.

Singh projected that India's tech industry is on course to reach a valuation of $350 billion by 2030, driven by innovation, digital transformation, and government initiatives fostering technological advancements.

India's rising technological landscape

India has emerged as a global powerhouse in technology, fueled by a strong ecosystem of startups, increased foreign investments, and supportive government policies.

The country's digital economy has witnessed exponential growth over the past decade, bolstered by key developments in artificial intelligence (AI), semiconductor manufacturing, cybersecurity, and 5G telecommunications.

Singh emphasised that India's technology sector plays a crucial role not just in economic expansion but also in national security.

He noted that cutting-edge technological advancements are imperative for strengthening India's defence capabilities and ensuring the nation remains competitive on the global stage.

One of the primary factors contributing to India's tech boom is the government's proactive approach toward digitalisation and innovation.

Various flagship programmes, such as 'Digital India,' 'Make in India,' and 'Startup India,' have provided crucial support for tech-driven enterprises.

The government has also increased funding for research and development (R&D) initiatives, fostering a culture of innovation and entrepreneurship.

Additionally, India's push towards self-reliance (Atmanirbhar Bharat) has encouraged the domestic manufacturing of high-tech products, including semiconductors, drones, and defence equipment.

Rajnath Singh emphasised the importance of public-private partnerships in this domain, citing collaborations between IITs and industry leaders as instrumental in driving forward technological advancements.

Role of AI

Artificial Intelligence (AI) and machine learning have become fundamental to India's growth strategy.

The country has seen a surge in AI-driven applications across various industries, from healthcare and agriculture to fintech and defence. With the increased adoption of automation and data analytics, businesses are enhancing efficiency and productivity, further propelling the tech sector's valuation.

Quantum computing, blockchain, and cybersecurity are also gaining traction in India. Singh highlighted that investments in these fields will be essential in ensuring data security and positioning India as a leader in future-ready technologies.

Startup ecosystem and foreign investments

India's startup ecosystem has been a driving force behind the nation's tech sector expansion.

With over 100 unicorns and a strong pipeline of innovative companies, the country is attracting significant venture capital and foreign direct investment (FDI).

Global tech giants such as Google, Microsoft, and Apple have expanded their operations in India, underscoring the nation's growing prominence in the tech industry.

Singh pointed out that India's young and dynamic workforce is a key advantage, with millions of skilled engineers, programmers, and researchers contributing to groundbreaking innovations.

The government has also facilitated ease of doing business by streamlining regulations and providing tax incentives for tech startups.

Cybersecurity and defence tech advancements

Given his role as the Defence Minister, Singh emphasised the importance of cybersecurity in India's tech expansion.

As cyber threats become more sophisticated, investing in robust cybersecurity infrastructure is imperative for national security and economic stability.

He highlighted recent developments in indigenous defence technologies, such as advanced surveillance systems, unmanned aerial vehicles (UAVs), and secure communication networks.

The minister also underscored India's increasing focus on space technology, with ISRO (Indian Space Research Organisation) spearheading ambitious satellite and exploration missions.

Space-tech startups are receiving greater government support, reinforcing India's position in the global space race.

Despite the optimistic outlook, Singh acknowledged that challenges remain in achieving the $350 billion valuation target. Infrastructure constraints, digital literacy gaps, and regulatory hurdles need to be addressed to sustain long-term growth. He called for greater industry-academia collaboration to bridge skill gaps and ensure a workforce ready for emerging technological demands.

Moreover, while India is making strides in semiconductor manufacturing, reducing dependence on global supply chains remains a priority.

Strengthening indigenous production capabilities will be critical in ensuring resilience in the face of global uncertainties.

India's technology sector is at a pivotal juncture, with immense growth potential backed by government initiatives, private sector investments, and a thriving start-up ecosystem.

Indian defence minister Rajnath Singh's projection of a $350 billion valuation by 2030 underscores the transformative impact of digitalisation and innovation.

As India continues to lead in emerging technologies and defence advancements, the country is poised to become a dominant player in the global tech landscape. (News Bomb)"
https://www.newswire.lk/2025/03/09/india-condemns-provocative-activities-of-separatists-security-breach-during-eam-jaishankars-uk-visit/,2025-03-09,"India condemns ""provocative activities"" of separatists, security breach during EAM Jaishankar's UK visit","The Ministry of External Affairs (MEA) on Thursday reacted to the security breach during External Affairs Minister S Jaishankar's visit to the UK. MEA spokesperson Randhir Jaiswal condemned the ""provocative activities,"" as he denounced the actions of a ""small group of separatists and extremists"" in the official statement.

""We have seen the footage of a breach of security during the visit of EAM to the UK. We condemn the provocative activities of this small group of separatists and extremists. We deplore the misuse of democratic freedoms by such elements. We expect the host government in such cases to fully live up to their diplomatic obligations,"" Jaiswal said.

Pro-Khalistan protesters staged a demonstration outside Chatham House in London on Wednesday, where External Affairs Minister S. Jaishankar was participating in a discussion. The protesters, holding flags and using loudspeakers, chanted slogans while Jaishankar engaged in dialogue inside the venue.

Earlier in January, a group of pro-Khalistan activists gathered outside the Indian High Commission in London to stage a protest. They also stormed a cinema in Harrow, attempting to disrupt the screening of the Kangana Ranaut starrer film Emergency.

Condemning the incident, Jaiswal had said, ""We have consistently raised our concerns with the UK government regarding violent protests and intimidation by anti-India elements. Freedom of speech and expression cannot be applied selectively, and those who attempt to obstruct it must be held accountable."" (DD News)"
https://www.newswire.lk/2025/03/09/china-to-adopt-policies-for-ageing-population-try-to-boost-birth-rates/,2025-03-09,"China to adopt policies for ageing population, try to boost birth rates","China will ""actively"" respond to population ageing with policies for its rapidly growing elderly and its young people, including providing childcare subsidies and making preschool education free, as it tries to boost the country's declining population.

The measures were announced in two official government documents on March 5, prepared for the annual meeting of the National People's Congress, China's rubber-stamp Parliament.

China's population fell for a third consecutive year in 2024, as marriages plummeted by one-fifth, the biggest drop on record, despite efforts by authorities to encourage young couples to wed and have children.

Rapid ageing has become a growing concern in the world's second-largest economy, with the number of those aged 60 and older expected to rise at least 40 per cent to more than 400 million by 2035, equal to the populations of Britain and the United States combined.

China said it would raise minimum basic old age benefits for rural and non-working urban residents and make an ""appropriate increase"" in the basic pension benefits for retirees, without giving other details.

It will also expand public interest elderly care services, particularly in rural areas and for seniors with physical disabilities.

Authorities will ""prudently advance the reform to gradually raise"" the statutory retirement age, said Premier Li Qiang's official work report, without giving further details.

China raised its retirement age for men to 63 years from 60, while for women in white-collar work, it was raised to 58 years from 55. For women in blue-collar work, it was increased to 55 from 50. The changes came into effect on Jan 1 and are to be implemented over a 15-year period.

Childcare

China will provide childcare subsidies, the government reports said without giving further details, and formulate ""sound plans"" for a childcare service system, including progressively making preschool education free.

Care and services for children in rural areas and those who live with migrant worker parents would also be strengthened, the authorities said.

Women in early stages of pregnancy would also be offered more services, the documents stated, without giving further details.

Much of China's demographic downturn is the result of its one-child policy imposed between 1980 and 2015. Couples have been allowed to have up to three children since 2021.

However, a rising number of young Chinese are opting to not have children, put off by the high cost of childcare or an unwillingness to marry or put their careers on hold, while gender discrimination persists.

The authorities have tried to roll out incentives and measures to encourage couples to have babies, including expanding maternity leave, financial and tax benefits for having children as well as housing subsidies.

But China is one of the world's most expensive places to bring up a child, relative to its gross domestic product per capita, a prominent Chinese think-tank said in 2024, detailing the time and opportunity cost for women who give birth. (Reuters)"
https://www.newswire.lk/2025/03/09/new-trump-travel-ban-could-bar-pakistanis-afghans-soon-sources/,2025-03-09,"New Trump travel ban could bar Pakistanis, Afghans soon: sources","A new travel ban under President Donald Trump could take effect as early as next week, potentially restricting entry into the US for individuals from Pakistan and Afghanistan, sources said.

The decision is based on a government assessment of security and vetting concerns, according to three sources familiar with the matter.

The well-informed sources, who requested anonymity, said other countries could also be on the list but did not know which ones.

The move harkens back to the Republican president's first-term ban on travellers from seven majority-Muslim nations, a policy that went through several iterations before it was upheld by the Supreme Court in 2018.

Former president Joe Biden, a Democrat who succeeded Trump, repealed the ban in 2021, calling it ""a stain on our national conscience"".

The new ban could affect tens of thousands of Afghans who have been cleared for resettlement in the US as refugees or on Special Immigrant Visas because they are at risk of Taliban retribution for working for the US during a 20-year war in their home country.

Trump issued an executive order on January 20 requiring intensified security vetting of any foreigners seeking admission to the US to detect national security threats.

That order directed several cabinet members to submit by March 12 a list of countries from which travel should be partly or fully suspended because their ""vetting and screening information is so deficient"".

Afghanistan will be included in the recommended list of countries for a complete travel ban, said the three sources and one other who also asked not to be identified.

The three sources said Pakistan also would be recommended for inclusion.

The departments of State, Justice and Homeland Security and the Office of the Director for National Intelligence, whose leaders are overseeing the initiative, did not respond immediately to requests for comment.

One source pointed out that Afghans cleared for resettlement in the US as refugees or on special visas first undergo intense screening that makes them ""more highly vetted than any population"" in the world.

The State Department office that oversees their resettlement is seeking an exemption for Special Immigrant Visa holders from the travel ban ""but it's not assumed likely to be granted,"" the source said.

That office, the Coordinator for Afghan Relocation Efforts, has been told to develop a plan by April for its closure, Reuters reported last month.

The Taliban, who seized Kabul as the last US troops pulled out in August 2021 after two decades of war, are confronting an insurgency by Daesh's regional branch. Pakistan also is grappling with violent militants.

Trump's directive is part of an immigration crackdown that he launched at the start of his second term.

He previewed his plan in an October 2023 speech, pledging to restrict people from several Middle Eastern and African countries and ""anywhere else that threatens our security.""

Shawn VanDiver, the head of #AfghanEvac, a coalition of groups that coordinates evacuation and resettlement of Afghans with the US government, urged those holding valid US visas to travel as soon as possible if they can.

""While no official announcement has been made, multiple sources within the US government suggest a new travel restriction could be implemented within the next week,"" he said in a statement.

This ""may significantly impact Afghan visa holders who have been awaiting relocation"" to the US, he said.

There are some 200,000 Afghans who have been approved for US resettlement or have pending US refugee and Special Immigrant Visa applications.

They have been stranded in Afghanistan and nearly 90 other countries -- including about 20,000 in Pakistan -- since January 20, when Trump ordered a 90-day freeze on refugee admissions and foreign aid that funds their flights. (The International)"
