News Page URL,Date,News Title,Page Content
https://www.newswire.lk/2025/03/02/unfortunately-we-seem-to-be-having-some-problems-ranil-on-key-ind-sl-project/,2025-03-02,"""Unfortunately, we seem to be having some problems"" Ranil on key Ind-SL project","Ranil Wickremesinghe, former Sri Lankan President and Guest of Honor at the NXT Conclave 2025, sat down for a quick Q&A to discuss what could shape the future of South Asia.

Question : Talking about the future of South Asia and particularly the relationship between India and Sri Lanka, how do you envisage it in wake of the new government that has been formed recently, and of course the Prime Minister first coming to India after his election?

Wickremesinghe: Generally the president and the Prime Minister makes their first visits to India. I don't know whether they were ready to take over the government, but what I have done is I've spoken with Prime Minister Modi. When we were in trouble, you all gave us four-and a half billion dollars, and with that on side, I could handle the economy. With China and Japan, the rules were stricter for them, and they couldn't give to a country that's bankrupt. One was because of our trade agreements and secondly because of the neighborhood first policy we got this money. I don't think many others can, maybe Maldives or any other other countries. Sri Lanka getting out of bankruptcy was not sufficient; we also have a deficit in our foreign exchange earnings, so how do we work together? so, prime minister Modi and I spoke and we put all our projects together. I was trying to give 25 Gigawatts or even 50 (if we could do it) of renewable energy so that both our economies would have benefitted. Secondly was to make Trincomalee the regional logistic hub with the pipeline coming in from, in Nagapattinam and us putting up a refinery there and developing it. So we were thinking in terms of developing that cluster, and then I was looking at how we can develop this corridor which could have linked Madurai in the south of Tamil Nadu up to Trincomalee. So these are the issues that are there. Unfortunately, we seem to be having some problems with the first project we had -the wind power project, but I think that should go through. So let's uh let's see what the government works out. I think I want to take the matter up with the government and say that don't look at these as individual projects but look at it as one big program which can send us into a trillion dollar economy. We can't do it otherwise. But if we go along with India and also with Indonesia and Thailand, even Bangladesh, we are certainly into it.

Question : I also want to understand from you what is your perspective when it comes to China having massive influence in the subcontinent and particularly Sri Lanka because just a few months ago we saw those ships that had been sent by the Chinese on the ports of Sri Lanka, the so-called research vessels that had caused concern for India. Then we talk about the 99-year-old Hambantota lease, when we talk about the Colombo Port that is at this point of time being built by the Chinese. Are these real concerns that the Sri Lankan regime is looking to delve deeper into?

Wickremesinghe: As far as the survey ships were there, it was being done by China and some others, but I sort of stopped it for the time being to look at it and then I found that other countries were doing surveys in Sri Lanka and we were not getting the commercial benefit of it and that we should bring in a law to ensure that we had the commercial benefits and (that there) were genuinely commercial events that came along. So I had stopped it and I was hoping for Parliament to go into it but even there was a concern that some of the surveys were not commercial. My concerns went even bigger: if I don't benefit why should I allow you to be in my sea? So we had stopped that and I think it's being reviewed. Now, in Colombo, what has happened is that China has got one of the terminals and the other terminal has gone to Adani. So we'll have both of those. As for Hambantota, I'm the one who handled the deal but at Hambantota, they can run a commercial enterprise only. A Southern command has to be shifted from Galle, the Navy's Southern command into Hambantota, and we already have a brigade headquarters in Hambantota, and we are strengthening the anti-submarine capacity of our Navy. (NewsX)"
https://www.newswire.lk/2025/03/02/champions-trophy-semi-final-schedule/,2025-03-02,Champions Trophy Semi Final schedule,"CHAMPIONS TROPHY SEMI-FINAL 2025:

India vs Australia on Wednesday in Dubai

New Zealand vs South Africa on Thursday in Lahore"
https://www.newswire.lk/2025/03/02/cccsl-applauds-govt-on-3rd-imf-review-highlights-5-next-priorities/,2025-03-02,"CCC applauds Govt on 3rd IMF Review, highlights next 5 priorities","The Ceylon Chamber of Commerce congratulates the Government on successfully completing the third review under the IMF Extended Fund Facility (EFF) Arrangement. The IMF Board's latest approval and the subsequent disbursement will provide much-needed support for Sri Lanka's ongoing economic recovery.

The Chamber is particularly pleased to note that two key macroeconomic priorities outlined in its 10-Point Focused Plan of Implementation in the first six months for the new Government (published in September 2024) have been realised:

1. The completion of external debt restructuring.

2. The implementation of credible fiscal policy changes, as reflected in the 2025 National Budget.

As Sri Lanka enters the second half of its four-year IMF programme, it is crucial that the Government accelerates the implementation of structural reforms essential for sustainable growth.

Trade facilitation reforms, including the National Single Window and the new Customs Act.

Advancing Digital ID and Digital Public Infrastructure.

Enacting critical legislation such as the Economic Transformation Act.

Strengthening governance reforms to enhance the investment and business environment.

Widening the tax net to achieve the fiscal targets through improved revenue administration and digitalisation.

The Ceylon Chamber remains committed to collaborating with policymakers to drive these progressive reforms, ensuring not only the successful completion of future IMF reviews but also fostering a transformative growth trajectory for Sri Lanka. (Statement)


* Ceylon Chamber Applauds Government on 3rd IMF Review Success, Calls for Continued Structural Reforms

* Key priorities include:"
https://www.newswire.lk/2025/03/02/sri-lankan-nominated-for-two-awards-at-australian-small-business-champions/,2025-03-02,Sri Lankan nominated for two awards at Australian Small Business Champions,"Sri Lankan entrepreneur nominated for two awards at Australian Small Business Champions 2025

The Australian Small Business Champions Award 2025 will take place in Sydney this March, marking its 26th edition. This national awards program recognizes small business owners from across Australia, with applications submitted from every state and territory.

Sri Lankan entrepreneur Lalanta de Silva and his company, Groovy Graphics and Signs, have been nominated in two categories: Business Services and Retail Sole Operator. More than 5,500 small business owners applied for the awards this year, leading the organizing committee to extend the application deadline by two weeks due to high demand.

Lalanta de Silva, a graphic designer and sign writer, established Groovy Graphics and Signs in 2000. His company has been involved in the Australian signage industry for nearly 25 years. Last year, he received recognition for his contributions to the field.

The Australian Small Business Champions Award is the only national awards program dedicated to recognizing and supporting small business owners across all Australian states. Since its launch in 1999, it has been held annually. The 2025 awards ceremony will take place in March."
https://www.newswire.lk/2025/03/02/dealers-warn-of-no-fuel-for-bank-cards-early-closures-govt-unshaken/,2025-03-02,"Dealers warn of No Fuel for Bank Cards, Early Closures - Govt unshaken","The government has reaffirmed its stance on eliminating the additional commission paid to fuel distributors, despite ongoing protests from industry stakeholders. Government Spokesman Minister Nalinda Jayathissa stated that there would be no reversal of the decision, which aims to eliminate excessive payments.

The fuel distribution situation across the country has returned to normal, with the Ceylon Petroleum Corporation (CPC) confirming that fuel supplies were doubled yesterday to mitigate shortages. CPC Chairman Janaka Rajakaruna assured that there is no risk of fuel shortages and urged the public to refrain from panic buying.

However, the Petroleum Distributors Association has warned of potential operational changes if the government does not reconsider its decision. The association stated that distributors might stop accepting bank and credit card payments, reduce staff, and close fuel stations earlier to cut costs. A crucial meeting with the CPC Chairman is scheduled for Tuesday to discuss the issue further.

The dispute arose after the CPC revised the fuel pricing formula, reducing the commission for distributors from 3% to approximately 1.7%. Distributors claim this move has slashed their profits by over 43%, making operations unsustainable. As a form of protest, nearly 500 fuel station owners suspended credit sales to government institutions while also halting fresh fuel orders, triggering long queues at fuel stations over the weekend.

Despite these claims, CPC Chairman Rajakaruna dismissed concerns, stating that the revised formula still allows distributors to make a reasonable profit. He also said that the government remains committed to ensuring fuel affordability for the public rather than subsidizing commissions for private distributors. (NewsWire)"
https://www.newswire.lk/2025/03/02/sacred-event-after-16-years-president-akds-message/,2025-03-02,Sacred event after 16 years : President AKD's message,"By President Anura Kumara Dissanayake

As per my request to the Mahanayake Theras, it has been decided to hold a special exposition of the Sacred Tooth Relic for the general public from April 18th to 27th.

Accordingly, the special exposition is planned to take place from 3:00 p.m. to 5:30 p.m. on April 18th, and from 12:00 p.m. to 5:30 p.m. from April 19th to 27th. A preliminary discussion in this regard was held today (02) at the President's House in Kandy.

I expressed my gratitude to the Mahanayake Theras for granting the Buddhist community of Sri Lanka the opportunity to partake in this sacred event after 16 years. I emphasized that the Buddhist people of Sri Lanka aspire to see the Sacred Tooth Relic revered and worshipped throughout their lifetime.

Furthermore, I stated that this occasion is expected to contribute to the re-establishment of cultural and religious values that are gradually diminishing within the country, and I hope this event will foster religious and cultural awareness. I also expressed my belief that this special exposition of the Sacred Tooth Relic, organized as an extension of the New Year celebrations, will direct the country towards a new direction by promoting Buddhist awareness nationwide.

I hope that a large number of people will participate in the exposition of the Sacred Tooth Relic, which will be held for ten days. It is my belief that it is the responsibility of everyone to ensure that the devotees are given the opportunity to worship the Sacred Tooth Relic without any obstacles. As the government, I will provide maximum support and intervention in this regard.

During the discussion, it was decided to establish three separate lines for the public to worship the Sacred Tooth Relic during the special exposition. Additionally, I instructed officials to follow the guidance of the Mahanayake Theras regarding the safety of both the Sacred Tooth Relic and the public.

It was also suggested that during the period of the exposition, schools in the Kandy area should be closed, and that school sessions should be held on alternative days to accommodate children's education. Attention was also given to ensuring the health and safety of the devotees, managing waste, and making transportation arrangements during this time.

Moreover, extensive discussions were held on providing necessary facilities for the health, drinking water, and other needs of the public, as well as giving an opportunity for registered individuals to serve meals at the Dansalas for those coming to worship the Sacred Tooth Relic.

We also discussed the importance of organizing the event in a way that promotes Buddhist awareness among the public and of informing the public about the special exposition of the Sacred Tooth Relic.

The meeting was attended by the Maha Sangha, led by the Malwathu and Asgiri Anunayake Theras, the Minister of Buddhist Affairs, Religious and Cultural Affairs Dr. Hiniduma Sunil Senavi, the Minister of Agriculture, Livestock, Land, and Irrigation K.D. Lal Kantha, the Governor of the Central Province Sarath Bandara Samarasinghe Abayakoon, Secretary to the President Dr. Nandika Sanath Kumanayake, Diyawadana Nilame Pradeep Nilanga Dela, District Secretary, Divisional Secretaries, heads of line institutions, and senior officials from the tri-forces and police."
https://www.newswire.lk/2025/03/02/kanchana-refutes-claims-on-dealer-margin-court-order/,2025-03-02,Kanchana refutes claims on dealer margin court order,"Former Minister of Power and Energy Kanchana Wijesekara has denied allegations that the previous government failed to act on a court order regarding dealer margins owed to the Ceylon Petroleum Corporation (CPC).

Clarifying the timeline, he stated that court orders obtained by the Petroleum Dealers' Association in 2022 and 2023 prevented the government from implementing a CPC-approved tariff formula. However, the Court of Appeal revoked this order on August 30, 2024, and the ministry received it on September 2.

Wijesekara said the ministry promptly sought the Attorney General's opinion and instructed CPC to implement the order. However, the dealers appealed to the Supreme Court in mid-September, with the first hearing on September 18. He added that he was unaware of any Supreme Court ruling or further action taken after September 23.

He attached court documents and CPC board papers as evidence to support his claims.

Clarification on the false and misleading statements regarding the court order on the dealer margins -

Some individuals of the President @anuradisanayake's Government, political activist, social media activist and main stream media made false and misleading allegations... pic.twitter.com/XcoMH6vGdc

-- Kanchana Wijesekera (@kanchana_wij) March 2, 2025"
https://www.newswire.lk/2025/03/02/severe-lightning-warning-issued-for-4-provinces/,2025-03-02,Severe lightning warning issued for 4 provinces,"Thundershowers accompanied by severe lightning are likely to occur at several places in Western, Central, Sabaragamuwa and Southern provinces and in Monaragala district.

There may be temporary localized strong winds during thundershowers. General public is kindly requested to take adequate precautions to minimize damages caused by lightning activity."
https://www.newswire.lk/2025/03/02/a-national-week-for-women-in-sri-lanka/,2025-03-02,A National Week for Women in Sri Lanka,"In line with International Women's Day, which falls on March 8, the Ministry of Women and Child Affairs has declared a National Women's Week to commemorate this significant occasion.

The National Theme for this year's Women's Day is: ""Strong she will be a pathway to build a sustainable future."" From March 2 to March 8, a series of nationwide programs will be implemented, focusing on women's health, awareness, safety, empowerment, and the enhancement of their technological skills to support their overall development.

To empower women entrepreneurs and create a marketplace for their products, the ""Liya Shakthi"" Women's Fair will be held on March 5 and 6 at Viharamahadevi Park, Colombo. All arrangements have been made to ensure the success of this event.

This year's Women's Day Celebration will be conducted under the guidance of the Minister of Women and Child Affairs, Saroja Savithri Paulraj, and the Deputy Minister, Dr. Namal Sudarshana, under the patronage of the Prime Minister, Harini Amarasuriya. The event is scheduled to take place at the ""Suhurupaya"" Auditorium in Battaramulla. (Ministry)"
https://www.newswire.lk/2025/03/02/journalist-assault-arrested-army-intelligence-officers-granted-bail/,2025-03-02,Journalist assault: Arrested Army Intelligence Officers granted bail,"Two former Sri Lanka Army intelligence personnel, arrested in connection with the 2008 abduction and assault of journalist Keith Noyahr, have been granted bail by the Mt. Lavinia Magistrate's Court.

The suspects, aged 42 and 46, were arrested by the Criminal Investigations Department (CID) in the Nawagaththegama and Elayapaththuwa areas. Following their production before the court, they were released on bail.

The CID continues to investigate the case, which dates back to May 22, 2008, when journalist Keith Noyahr was abducted on Vaidya Road in Dehiwala. He was reportedly assaulted before being released several hours later.

Noyahr, who was the Associate Editor of The Nation newspaper at the time, was known for his critical reporting on military and political affairs. His abduction sparked widespread condemnation and calls for justice. (NewsWire)"
